cluster_id,center_long,center_lat
0,-73.99376724499504,40.723909577693576
1,-73.7896867094088,40.65235779275964
2,-73.8707208274591,40.769063317897285
3,-73.95969084621811,40.781477940751614
4,-73.98306871236018,40.75680644848589
