cluster_id,center_long,center_lat
0,-73.98366622109211,40.75446435729387
1,-73.79890123694574,40.65502221854737
2,-73.96020516107427,40.779984620317556
3,-73.99711562771367,40.71265694664355
4,-73.8734036715799,40.781800899932605
