cluster_id,center_long,center_lat
0,-73.97774163140885,40.77726576878757
1,-73.87419065683201,40.78074303162847
2,-73.99359174834929,40.73343185742431
3,-73.79343722459686,40.65249637953607
4,-73.9625092741425,40.767378877264655
