cluster_id,center_long,center_lat
0,-73.98395592545207,40.75429107746274
1,-73.79267306549492,40.65300377829649
2,-73.96002181157917,40.78053723452694
3,-73.99646861741677,40.71711010131442
4,-73.87181021142851,40.776368059106105
